league,league_id,provider,opta_name,provider_name
Cypriot First Division,4630,api_football,APOEL,Apoel Nicosia
Cypriot First Division,4630,api_football,Anorthosis,Anorthosis Famagusta
Cypriot First Division,4630,api_football,AEL,AEL Limassol
Cypriot First Division,4630,api_football,Olympiakos Nicosia,Olympiakos
Danish Superliga,4340,api_football,Midtjylland,FC Midtjylland
Danish Superliga,4340,api_football,AGF,Aarhus
Danish Superliga,4340,api_football,København,FC Copenhagen
Danish Superliga,4340,api_football,Nordsjælland,FC Nordsjaelland
Danish Superliga,4340,api_football,Brøndby,Brondby
Danish Superliga,4340,api_football,Viborg,Viborg FF
Danish Superliga,4340,api_football,Sønderjyske,Sonderjyske
Danish Superliga,4340,api_football,OB,Odense
Danish Superliga,4340,api_football,Randers,Randers FC
Danish Superliga,4340,api_football,Horsens,AC Horsens
Danish Superliga,4340,api_football,Silkeborg,Silkeborg IF
Dutch Eredivisie,4337,api_football,PSV,PSV Eindhoven
Dutch Eredivisie,4337,api_football,Ajax,AFC Ajax
Dutch Eredivisie,4337,api_football,AZ,AZ Alkmaar
Dutch Eredivisie,4337,api_football,Twente,FC Twente
Dutch Eredivisie,4337,api_football,Utrecht,FC Utrecht
Dutch Eredivisie,4337,api_football,NEC,NEC Nijmegen
Dutch Eredivisie,4337,api_football,Heerenveen,SC Heerenveen
Dutch Eredivisie,4337,api_football,Groningen,FC Groningen
Dutch Eredivisie,4337,api_football,Go Ahead Eagles,GO Ahead Eagles
Dutch Eredivisie,4337,api_football,Telstar,SC Telstar
Dutch Eredivisie,4337,api_football,Excelsior,SBV Excelsior
